,Geography,Gender,HasCrCard,IsActiveMember,AgeBins,CreditScore,Balance,EstimatedSalary,Tenure,NumOfProducts,Age,Exited
14,France,Male,1,0,"(17, 29]",-0.6082574343751243,0.6478703095474113,0.778261120770563,-1.0391213447595335,-0.9155620904513002,-1.0450979833936451,0
15,France,Male,1,0,"(29, 49]",-0.8369641662818487,0.858513166857833,-0.33314539448597374,1.750198725537364,0.7994324594976167,-0.001369047046377861,0
16,Spain,Male,1,0,"(17, 29]",-2.21960031826341,0.5305811670857086,0.929914892213165,-1.0391213447595335,-0.9155620904513002,-1.0450979833936451,0
17,France,Female,1,0,"(29, 49]",1.8451420533515563,-1.2144756346386467,1.2506074381126806,0.7042036991760274,0.7994324594976167,0.1883998504713071,0
18,France,Male,0,1,"(49, 69]",0.6600253516530751,0.9929121747240228,1.1686314321338278,-0.3417913271853092,-0.9155620904513002,2.2758577231658417,0
19,Germany,Female,0,0,"(29, 49]",2.073848785258281,0.07930307175171701,-1.5173484820779455,-1.0391213447595335,-0.9155620904513002,-0.3809068420817478,1
20,France,Male,1,1,"(29, 49]",-1.3983352355074452,0.6270462461348156,-1.5423563052422433,0.7042036991760274,-0.9155620904513002,-0.5706757395994327,0
21,France,Female,1,1,"(17, 29]",-0.3483634208447555,-1.2144756346386467,-1.6052637523336915,-1.736451362333758,0.7994324594976167,-1.0450979833936451,1
22,Germany,Female,1,0,"(49, 69]",0.09865428242747867,0.1745813467200717,-0.15309994847842884,-0.3417913271853092,-0.9155620904513002,1.2321287868185744,0
23,France,Male,1,0,"(17, 29]",0.036279719180190184,-1.2144756346386467,1.4069605188022885,-1.387786353546646,-0.9155620904513002,-0.9502135346348027,0
24,France,Male,0,1,"(29, 49]",-0.9097344900703519,-1.2144756346386467,-0.5378105129200119,1.0528687079631396,0.7994324594976167,-0.5706757395994327,0
25,France,Male,0,1,"(29, 49]",1.1902091392550274,-1.2144756346386467,1.5965051956020089,-1.0391213447595335,0.7994324594976167,0.1883998504713071,0
26,Germany,Male,1,1,"(17, 29]",-0.24440581543260803,-0.07791202076228602,0.5378768927742652,0.00687368160180302,-0.9155620904513002,-1.0450979833936451,0
27,France,Male,1,0,"(29, 49]",-0.8057768846582044,-1.2144756346386467,-1.5329683234036702,1.401533716750252,0.7994324594976167,-0.3809068420817478,0
28,Spain,Male,0,1,"(29, 49]",0.06746700080383443,-1.2144756346386467,0.42212811080699547,1.0528687079631396,0.7994324594976167,-0.2860223933229053,0
29,Spain,Male,1,1,"(49, 69]",0.46250590136999487,1.1227311803119864,0.47134269492109243,-1.387786353546646,-0.9155620904513002,2.2758577231658417,1
30,France,Male,1,1,"(29, 49]",0.7327956754415783,1.2661883616194025,-0.8719354109243368,-1.387786353546646,0.7994324594976167,-0.2860223933229053,0
31,Spain,Male,1,0,"(49, 69]",-0.4315295051744735,-1.2144756346386467,-1.3463218736538374,-1.387786353546646,-0.9155620904513002,2.0860888256481567,1
32,France,Male,0,0,"(29, 49]",2.073848785258281,0.069107650973412,0.46902198595009437,0.7042036991760274,-0.9155620904513002,-0.09625349580522034,0
33,France,Female,1,1,"(29, 49]",0.7743787176064373,0.6854827589724694,0.05386600058693577,-1.387786353546646,-0.9155620904513002,-0.2860223933229053,0
34,France,Male,0,1,"(17, 29]",-0.4835083078805473,1.1761180208297584,1.7132627161219287,1.0528687079631396,0.7994324594976167,-1.2348668809113301,0
35,Germany,Female,0,1,"(17, 29]",0.8887320835597996,0.13775045510088618,1.541092580052483,-1.736451362333758,-0.9155620904513002,-1.2348668809113301,0
36,Germany,Male,1,0,"(29, 49]",0.28577797216934414,0.679041980899529,-0.8105802180413059,0.3555386903889152,0.7994324594976167,-0.2860223933229053,0
37,France,Female,1,0,"(49, 69]",-0.6394447159987685,-1.2144756346386467,-0.6721896584449008,-1.387786353546646,-0.9155620904513002,2.0860888256481567,1
38,France,Male,1,0,"(29, 49]",0.08825852188626393,0.765260164101096,-0.04925759448904601,0.3555386903889152,0.7994324594976167,-0.2860223933229053,0
39,France,Male,0,1,"(17, 29]",-0.16123973110289005,-1.2144756346386467,-1.3041642744946782,-1.387786353546646,-0.9155620904513002,-0.9502135346348027,0
40,France,Female,1,1,"(17, 29]",-0.285988857597467,1.1541421627779087,0.17110147311598514,0.7042036991760274,0.7994324594976167,-1.4246357784290151,0
41,Germany,Male,1,0,"(29, 49]",1.616435321444832,1.472440331579875,-0.25509675556353284,1.0528687079631396,-0.9155620904513002,-0.8553290858759602,1
42,Spain,Male,1,0,"(29, 49]",-1.2631903484716533,-1.2144756346386467,-1.552462697251416,0.3555386903889152,-0.9155620904513002,-0.7604446371171177,0
43,Germany,Female,1,0,"(29, 49]",1.075855773301665,1.052649791873805,-0.1064944836319738,0.7042036991760274,-0.9155620904513002,0.8525909917832045,1
44,France,Male,1,1,"(29, 49]",-0.6810277581636275,-1.2144756346386467,-1.4124100294641961,-1.0391213447595335,0.7994324594976167,0.2832842992301496,0
45,Germany,Female,1,0,"(29, 49]",0.34815253541663266,0.43137000499522743,0.9499660339431252,-0.6904563359724214,0.7994324594976167,0.6628220942655195,0
46,France,Male,1,1,"(17, 29]",0.24419493000448517,-1.2144756346386467,-0.7655732158244353,0.7042036991760274,0.7994324594976167,-1.9939424709820701,1
47,Spain,Female,1,0,"(29, 49]",1.1070430549253092,-1.2144756346386467,1.3578484650717628,1.401533716750252,0.7994324594976167,0.4730531967478346,0
48,France,Female,1,1,"(49, 69]",-0.0884694073143868,-1.2144756346386467,0.032396347512841636,0.7042036991760274,0.7994324594976167,1.516782133095102,0
49,Germany,Female,1,0,"(49, 69]",-2.0428723890627594,0.2705570928905172,0.9535697676799666,1.750198725537364,-0.9155620904513002,1.0423598893008894,1
50,France,Female,1,1,"(29, 49]",0.15063308513355242,-1.2144756346386467,1.0844185898276797,0.3555386903889152,-0.9155620904513002,0.09351540171246463,0
51,France,Male,0,1,"(49, 69]",0.8159617597712964,0.29147067816265254,0.04765907621007416,-1.0391213447595335,-0.9155620904513002,2.6553955182012117,0
52,France,Female,1,1,"(29, 49]",0.19221612729841142,-1.2144756346386467,-0.8814410934583358,0.7042036991760274,-0.9155620904513002,-0.3809068420817478,1
53,Spain,Female,0,1,"(29, 49]",-0.452321026256903,-1.2144756346386467,-1.5516133341589424,0.7042036991760274,2.5144270094465337,-0.6655601883582752,0
54,France,Female,1,0,"(29, 49]",0.6080465489470014,0.18933726680006044,0.6786622691869365,-1.0391213447595335,-0.9155620904513002,-0.6655601883582752,0
55,France,Female,1,1,"(17, 29]",-1.0968581798122174,-1.2144756346386467,1.7433773544965072,-1.387786353546646,0.7994324594976167,-1.2348668809113301,0
56,Spain,Female,1,1,"(17, 29]",-0.4835083078805473,-1.2144756346386467,-0.5336045003653914,0.3555386903889152,0.7994324594976167,-1.0450979833936451,0
57,Germany,Female,1,1,"(49, 69]",0.5768592673233571,1.017227910379586,-0.23146507149301496,-0.6904563359724214,-0.9155620904513002,1.6116665818539444,0
58,France,Male,1,1,"(29, 49]",1.3149582657496042,-1.2144756346386467,-1.4131816229119882,1.0528687079631396,0.7994324594976167,-0.001369047046377861,0
59,France,Female,1,1,"(29, 49]",-0.6914235187048422,-1.2144756346386467,1.053859130010092,-0.6904563359724214,0.7994324594976167,0.1883998504713071,0
60,Germany,Female,1,1,"(29, 49]",0.4313186197463506,0.6812908978995322,1.0738450568362163,1.750198725537364,-0.9155620904513002,0.3781687479889921,1
61,France,Male,0,0,"(29, 49]",0.4417143802875654,1.6328281747122364,-0.7138457654558451,1.0528687079631396,-0.9155620904513002,-0.2860223933229053,1
62,France,Male,1,0,"(29, 49]",0.5144847040760686,0.9406240551716345,-1.7150842554223078,1.0528687079631396,-0.9155620904513002,-0.09625349580522034,0
63,France,Female,1,1,"(29, 49]",1.5852480398211877,1.8568089897917261,-0.7913046803013519,1.401533716750252,-0.9155620904513002,-0.6655601883582752,1
64,France,Male,1,0,"(29, 49]",-1.938914783650612,0.6469340068129061,-0.419945385263284,-0.6904563359724214,-0.9155620904513002,-0.09625349580522034,0
65,Germany,Female,0,1,"(29, 49]",-0.2548015759738228,0.433826420876806,1.1651073861270749,-1.0391213447595335,-0.9155620904513002,0.757706543024362,1
66,Germany,Male,0,1,"(29, 49]",-0.1092609283968163,0.8894044429570359,-1.6160120054685871,1.401533716750252,4.22942155939545,-0.001369047046377861,1
67,Germany,Male,1,0,"(29, 49]",-1.0448793771061438,0.6059710419341188,1.3123896665558572,-1.0391213447595335,0.7994324594976167,-0.2860223933229053,0
68,Spain,Male,1,1,"(17, 29]",-0.6290489554575537,-1.2144756346386467,-0.8326259942230847,1.750198725537364,-0.9155620904513002,-0.9502135346348027,1
69,France,Female,1,0,"(17, 29]",-0.5562786316690504,1.0668282959597641,0.4808382639138548,-1.736451362333758,-0.9155620904513002,-1.0450979833936451,0
70,France,Male,1,0,"(29, 49]",0.24419493000448517,-1.2144756346386467,1.0181900650398132,-0.6904563359724214,-0.9155620904513002,-0.19113794456406283,0
71,France,Male,0,1,"(29, 49]",0.9199193651834439,0.4634271434544691,-0.32736568004065814,0.7042036991760274,-0.9155620904513002,-0.19113794456406283,0
72,France,Male,1,1,"(29, 49]",0.5768592673233571,-1.2144756346386467,-1.0842046917684929,1.0528687079631396,0.7994324594976167,-0.4757912908405903,0
73,Germany,Male,1,1,"(29, 49]",-0.40034222355082927,1.0543775637629176,-0.9876201985875747,0.00687368160180302,-0.9155620904513002,0.2832842992301496,0
74,Germany,Male,1,0,"(29, 49]",-0.452321026256903,1.0782709480740102,-0.031017997240240826,1.0528687079631396,-0.9155620904513002,-0.2860223933229053,0
75,Spain,Female,0,0,"(29, 49]",0.8679405624773701,0.8701834602720512,-1.135316959835657,-1.0391213447595335,-0.9155620904513002,-0.19113794456406283,0
76,France,Male,0,0,"(29, 49]",0.47290166191120964,-1.2144756346386467,0.4654890470019094,-0.3417913271853092,-0.9155620904513002,0.2832842992301496,1
77,France,Female,0,0,"(17, 29]",-0.2651973365150375,-1.2144756346386467,1.4645199950363836,-0.6904563359724214,-0.9155620904513002,-1.0450979833936451,0
78,Germany,Female,1,0,"(29, 49]",0.37933981704027686,1.247490762091797,1.0244383154386245,-1.0391213447595335,-0.9155620904513002,0.1883998504713071,0
79,France,Female,1,1,"(49, 69]",0.5664635067821424,-1.2144756346386467,-1.4867810011759284,1.0528687079631396,0.7994324594976167,1.516782133095102,0
80,Spain,Male,0,0,"(17, 29]",0.4936931829936391,0.7906121152808288,-1.2555338345726954,0.3555386903889152,0.7994324594976167,-1.1399824321524876,0
81,Germany,Female,0,1,"(17, 29]",-1.1176497008946469,1.1285353940194156,1.0767366577728807,-1.387786353546646,-0.9155620904513002,-1.3297513296701726,0
82,Spain,Male,1,0,"(29, 49]",-2.0428723890627594,0.7546377560248801,0.8483537157964129,-1.0391213447595335,-0.9155620904513002,0.09351540171246463,0
83,Germany,Male,1,1,"(49, 69]",0.4936931829936391,1.2643063243830481,0.7833883374347174,1.0528687079631396,0.7994324594976167,1.516782133095102,0
84,Spain,Female,1,1,"(49, 69]",-0.11965668893803105,-1.2144756346386467,-0.7988678654323214,-1.0391213447595335,0.7994324594976167,1.4218976843362594,0
85,Spain,Male,1,1,"(29, 49]",0.45211014082878015,0.49671456804052494,0.045795743422931155,-1.736451362333758,-0.9155620904513002,-0.001369047046377861,0
86,France,Female,1,1,"(29, 49]",0.6288380700294308,0.8480769962215521,-1.4870917310118528,-1.0391213447595335,0.7994324594976167,-0.09625349580522034,1
87,Germany,Female,1,1,"(49, 69]",-1.3463564328013713,0.7868808122031299,0.16911695220540363,-1.736451362333758,-0.9155620904513002,2.0860888256481567,0
88,France,Male,1,1,"(29, 49]",-0.2963846181386818,1.6519038442359326,0.8611490891747163,0.00687368160180302,-0.9155620904513002,-0.6655601883582752,0
89,Germany,Female,1,1,"(49, 69]",-1.1176497008946469,0.48225662786443196,0.3661704102590971,-1.387786353546646,0.7994324594976167,1.706551030612787,1
90,Spain,Male,0,0,"(17, 29]",0.6184423094882161,-1.2144756346386467,-0.00022365914600304385,1.0528687079631396,0.7994324594976167,-1.6144046759467001,0
91,France,Female,1,0,"(29, 49]",0.8783363230185848,-1.2144756346386467,0.8686629271993074,-0.3417913271853092,0.7994324594976167,-0.5706757395994327,0
92,France,Female,1,1,"(49, 69]",0.9303151257246586,-1.2144756346386467,1.3822765033289623,-0.3417913271853092,0.7994324594976167,1.137244338059732,0
93,Germany,Female,1,0,"(49, 69]",0.5560677462409276,0.9221699231298839,0.7918809221310499,0.3555386903889152,2.5144270094465337,1.4218976843362594,1
94,Spain,Female,0,1,"(29, 49]",0.38973557758149163,-1.2144756346386467,0.09145454593536029,-0.6904563359724214,0.7994324594976167,0.6628220942655195,0
95,Spain,Female,1,0,"(29, 49]",1.1694176181725977,-1.2144756346386467,-1.4461027689797228,1.0528687079631396,0.7994324594976167,-0.6655601883582752,0
96,France,Male,1,1,"(29, 49]",1.4604989133266106,0.5626766720561814,1.574783750225404,0.3555386903889152,-0.9155620904513002,-0.2860223933229053,0
97,Spain,Male,1,0,"(29, 49]",0.8783363230185848,-1.2144756346386467,0.0958049380097035,0.00687368160180302,0.7994324594976167,-0.2860223933229053,0
98,France,Male,1,0,"(29, 49]",-0.005303322984668813,0.14284281016451267,1.1082804441470309,-1.0391213447595335,-0.9155620904513002,-0.6655601883582752,0
99,Spain,Female,1,1,"(17, 29]",0.6288380700294308,-1.2144756346386467,-0.09935519537593814,0.00687368160180302,0.7994324594976167,-1.0450979833936451,0
100,France,Female,0,0,"(29, 49]",-0.826568405740634,0.41637685198745905,0.5046765780941206,1.401533716750252,0.7994324594976167,-0.5706757395994327,0
101,Germany,Male,0,1,"(29, 49]",0.5456719856997129,-0.20372588229863767,0.6566557265702998,1.401533716750252,-0.9155620904513002,0.2832842992301496,0
102,Spain,Female,1,0,"(29, 49]",-1.6062504463317402,1.6527221699484018,-1.6868455045757178,-1.736451362333758,0.7994324594976167,0.4730531967478346,1
103,France,Male,1,0,"(29, 49]",1.1382303365489534,1.6403998057037164,-0.5671702975012586,0.3555386903889152,-0.9155620904513002,-0.001369047046377861,1
104,France,Male,1,1,"(29, 49]",0.45211014082878015,0.026879230665848408,-1.2947124727234745,0.00687368160180302,-0.9155620904513002,-0.001369047046377861,0
105,France,Male,0,1,"(29, 49]",-0.2651973365150375,-1.2144756346386467,-1.73617761501384,0.00687368160180302,0.7994324594976167,-0.7604446371171177,0
106,Spain,Female,0,0,"(29, 49]",1.5852480398211877,-1.2144756346386467,-1.6077508116208916,-1.387786353546646,0.7994324594976167,-0.19113794456406283,0
107,France,Male,1,1,"(17, 29]",0.5352762251584982,-0.0749696290717788,0.15849058467954907,-1.0391213447595335,-0.9155620904513002,-1.2348668809113301,1
108,France,Male,1,1,"(49, 69]",1.1070430549253092,0.20955194212593375,-0.8104548450042521,-0.6904563359724214,-0.9155620904513002,1.706551030612787,1
109,France,Female,1,1,"(29, 49]",-0.42113374463325876,0.5085747756853375,0.7232867005508226,0.3555386903889152,-0.9155620904513002,-0.7604446371171177,0
110,Spain,Male,1,1,"(29, 49]",0.5872550278645718,0.19935652134762874,0.35302071419471104,1.0528687079631396,-0.9155620904513002,0.8525909917832045,1
111,Spain,Male,0,1,"(49, 69]",-0.02609484406709831,0.08631007558624466,1.4276863034812906,-1.387786353546646,-0.9155620904513002,1.516782133095102,0
112,France,Male,1,1,"(49, 69]",-0.1092609283968163,-0.12051131734508463,0.2239865752133649,-1.0391213447595335,0.7994324594976167,2.2758577231658417,1
113,Germany,Male,1,1,"(49, 69]",-1.2839818695540828,0.9807029916874697,0.4618591575549737,-0.6904563359724214,-0.9155620904513002,1.8014354793716294,0
114,France,Male,1,0,"(29, 49]",-0.5042998289629768,0.5733388853877995,0.43125087374520893,0.7042036991760274,0.7994324594976167,-0.09625349580522034,0
115,Germany,Male,1,0,"(49, 69]",0.025883958638975434,0.9053201506994517,-1.6488593924338546,-1.387786353546646,-0.9155620904513002,1.8014354793716294,1
116,France,Male,0,1,"(29, 49]",1.0238769705955912,-0.30763790117772344,1.4975972035076828,-1.0391213447595335,0.7994324594976167,0.2832842992301496,0
117,Spain,Male,0,1,"(49, 69]",-2.2507875998870546,-1.2144756346386467,-0.4550364090404706,0.3555386903889152,-0.9155620904513002,1.516782133095102,1
118,Spain,Female,0,1,"(29, 49]",-0.05728212569074256,0.5461084139019082,1.5350270708815332,0.00687368160180302,2.5144270094465337,0.947475440542047,1
119,France,Male,1,1,"(29, 49]",-0.2340100548913933,-1.2144756346386467,-0.048742152628780774,1.401533716750252,0.7994324594976167,0.567937645506677,0
120,France,Female,1,1,"(29, 49]",-1.6686250095790285,-1.2144756346386467,-0.8729673408732711,-1.387786353546646,-0.9155620904513002,0.09351540171246463,1
121,Spain,Male,0,1,"(49, 69]",-0.15084397056167528,0.5645240195719644,-1.163430860759395,-0.3417913271853092,-0.9155620904513002,1.2321287868185744,1
122,Germany,Female,1,1,"(29, 49]",-1.3463564328013713,0.8309161353292202,1.4491531666129747,-1.0391213447595335,-0.9155620904513002,0.947475440542047,0
123,France,Male,1,1,"(29, 49]",-1.4607097987547337,0.43727908716668834,-0.9334130125306108,1.401533716750252,-0.9155620904513002,-0.6655601883582752,0
124,Germany,Male,0,0,"(49, 69]",1.6684141241509056,0.015097514508596177,0.8143483283595546,1.750198725537364,-0.9155620904513002,1.2321287868185744,1
125,Spain,Female,1,0,"(29, 49]",0.8367532808537258,0.9818154606527114,1.1393917894476155,0.00687368160180302,0.7994324594976167,-0.5706757395994327,0
126,Germany,Male,1,0,"(29, 49]",1.616435321444832,0.32262556416610655,0.7681610061318127,-1.0391213447595335,0.7994324594976167,-0.4757912908405903,0
127,France,Male,1,1,"(29, 49]",-0.4315295051744735,-0.585507358769797,1.371152479825707,-1.387786353546646,-0.9155620904513002,-0.19113794456406283,1
128,Spain,Female,1,1,"(29, 49]",0.2753822116281294,0.9151036110634114,-0.06488406192799483,-0.6904563359724214,0.7994324594976167,0.3781687479889921,0
129,France,Male,1,1,"(29, 49]",-1.7206038122851024,0.388201605162499,-1.5161801936937176,-1.0391213447595335,0.7994324594976167,0.1883998504713071,0
130,Spain,Male,1,0,"(17, 29]",-0.06767788623195731,-1.2144756346386467,0.34458410271798073,-1.736451362333758,0.7994324594976167,-1.0450979833936451,0
131,Germany,Male,1,0,"(29, 49]",0.9615024073483028,1.0983406299595224,-1.3451956087771617,1.750198725537364,2.5144270094465337,0.567937645506677,1
132,Germany,Female,1,1,"(29, 49]",1.2110006603374568,1.099555889202771,0.5723372151953695,-1.387786353546646,-0.9155620904513002,-0.5706757395994327,0
133,France,Female,0,1,"(29, 49]",0.9926896889719471,-1.2144756346386467,1.2446925858318763,-0.3417913271853092,0.7994324594976167,-0.19113794456406283,0
134,France,Female,0,1,"(29, 49]",0.2337991694632704,0.9187818404672407,-1.63821366968253,1.0528687079631396,-0.9155620904513002,0.4730531967478346,0
135,Germany,Male,0,1,"(29, 49]",1.6372268425272614,0.7712619653413656,1.2517162658492933,-0.6904563359724214,-0.9155620904513002,-0.001369047046377861,0
136,Germany,Male,1,1,"(17, 29]",0.09865428242747867,0.14576585873894096,-0.4885863383788805,0.00687368160180302,-0.9155620904513002,-1.4246357784290151,0
137,France,Female,1,0,"(29, 49]",0.4936931829936391,0.46504621022842635,0.1422424831973508,0.7042036991760274,2.5144270094465337,0.09351540171246463,1
138,Germany,Female,0,1,"(29, 49]",-0.951317532235211,0.4537792447635262,-0.7929331348118449,-1.387786353546646,0.7994324594976167,-0.2860223933229053,0
139,Germany,Male,0,0,"(17, 29]",0.6600253516530751,0.16675905452188097,-1.2611808523821308,0.3555386903889152,0.7994324594976167,-1.7092891247055426,0
140,France,Male,1,1,"(17, 29]",-0.7953811241169897,0.34352604088023797,-0.9863178185962618,1.0528687079631396,-0.9155620904513002,-1.2348668809113301,0
141,Germany,Male,0,1,"(29, 49]",0.6184423094882161,0.9563596001717272,-0.926509648779629,0.3555386903889152,-0.9155620904513002,-0.19113794456406283,0
142,France,Male,0,1,"(29, 49]",-0.9721090533176404,-1.2144756346386467,0.7745604365349709,-0.6904563359724214,-0.9155620904513002,-0.2860223933229053,0
143,Spain,Female,0,0,"(29, 49]",-0.1300524494792458,-1.2144756346386467,-1.668936166759708,0.7042036991760274,0.7994324594976167,-0.4757912908405903,0
144,France,Male,1,0,"(29, 49]",-0.8785472084467076,1.0574758194053016,-0.34946638321363593,-1.387786353546646,-0.9155620904513002,-0.2860223933229053,0
145,France,Male,1,0,"(29, 49]",-0.5458828711278357,0.7147608831348632,-1.2035523250733857,0.3555386903889152,-0.9155620904513002,0.8525909917832045,1
146,France,Male,1,1,"(17, 29]",-0.8057768846582044,0.8356233865363631,-1.5349308735177722,-1.0391213447595335,-0.9155620904513002,-1.1399824321524876,0
147,France,Female,0,1,"(29, 49]",1.2213964208786716,1.0449114264189328,0.45707336009325483,-0.6904563359724214,-0.9155620904513002,-0.2860223933229053,0
148,France,Male,1,1,"(29, 49]",0.6704211121942898,-1.2144756346386467,-0.777939461185786,-0.3417913271853092,0.7994324594976167,0.567937645506677,0
149,France,Female,1,1,"(17, 29]",-0.5042998289629768,-1.2144756346386467,0.02818370884499708,-1.736451362333758,0.7994324594976167,-1.3297513296701726,0
150,France,Female,1,1,"(69, 92]",1.2317921814198862,-1.2144756346386467,-1.218258983374006,-1.387786353546646,-0.9155620904513002,3.2247022107542667,0
151,France,Female,1,0,"(29, 49]",-1.9701020652742562,-1.2144756346386467,1.3407405382130526,0.7042036991760274,0.7994324594976167,0.09351540171246463,0
152,France,Male,1,1,"(29, 49]",0.5872550278645718,-0.9444139219425889,-0.38632518425041984,-1.0391213447595335,-0.9155620904513002,0.2832842992301496,0
153,France,Female,0,0,"(29, 49]",-0.07807364677317205,-1.2144756346386467,0.12421736277132181,0.3555386903889152,0.7994324594976167,0.6628220942655195,0
154,France,Male,1,1,"(49, 69]",0.6912126332767193,0.2291564300627671,0.43538277845456147,1.401533716750252,-0.9155620904513002,1.0423598893008894,0
155,France,Male,1,0,"(29, 49]",-1.1488369825182911,-1.2144756346386467,0.3738659432831453,-0.6904563359724214,0.7994324594976167,0.1883998504713071,0
156,Spain,Female,1,0,"(29, 49]",0.10905004296869342,0.838379700647399,0.7492499046191776,0.00687368160180302,-0.9155620904513002,-0.3809068420817478,0
157,Spain,Female,1,1,"(29, 49]",-1.4295225171310895,0.4981900801182919,1.0617250238925566,1.401533716750252,0.7994324594976167,0.1883998504713071,0
158,Spain,Female,1,0,"(29, 49]",1.6476226030684762,-1.2144756346386467,1.0692277021475074,-1.0391213447595335,-0.9155620904513002,0.8525909917832045,1
159,France,Female,0,1,"(17, 29]",-0.8681514479054929,0.2805745889729874,-0.31791841192587067,1.401533716750252,-0.9155620904513002,-1.5195202271878576,0
160,Spain,Male,0,1,"(29, 49]",-1.5022928409195926,-1.2144756346386467,1.4478917639008093,1.0528687079631396,0.7994324594976167,-0.6655601883582752,0
161,France,Male,1,1,"(17, 29]",0.5040889435348539,0.794799180539862,0.9061356899377129,-0.6904563359724214,-0.9155620904513002,-0.9502135346348027,0
162,Germany,Male,1,1,"(29, 49]",1.9594954193049188,0.9741910757082882,1.1949105971801262,-1.0391213447595335,-0.9155620904513002,0.757706543024362,1
163,Spain,Female,0,1,"(17, 29]",0.6912126332767193,0.40107820563401214,-0.26083008721628054,0.3555386903889152,-0.9155620904513002,-1.6144046759467001,0
164,France,Male,0,0,"(29, 49]",-1.0448793771061438,0.7415690032762843,0.29360104385868435,1.0528687079631396,-0.9155620904513002,-0.4757912908405903,0
165,France,Female,1,1,"(29, 49]",-1.6686250095790285,0.508005352714481,-1.6690917060490709,0.7042036991760274,-0.9155620904513002,-0.3809068420817478,0
166,France,Female,1,1,"(29, 49]",2.073848785258281,-1.2144756346386467,-0.7683513009792886,1.0528687079631396,0.7994324594976167,-0.6655601883582752,0
167,France,Male,0,1,"(17, 29]",-1.0656708981885732,0.11944771091803516,1.3489288448152847,0.00687368160180302,-0.9155620904513002,-0.9502135346348027,0
168,France,Male,1,1,"(29, 49]",-0.7226108003284865,-1.2144756346386467,-0.4418068508745958,0.7042036991760274,0.7994324594976167,-0.19113794456406283,0
169,Spain,Male,0,0,"(29, 49]",0.06746700080383443,1.7947545149449686,1.4542687003932866,1.0528687079631396,0.7994324594976167,-0.2860223933229053,1
170,France,Female,1,1,"(29, 49]",-0.369154941927185,0.3432050410696035,0.7002447405572388,-1.0391213447595335,0.7994324594976167,-0.3809068420817478,0
171,Spain,Male,0,0,"(29, 49]",-0.7537980819521307,-0.19760450543169736,-0.43056233673350436,0.3555386903889152,-0.9155620904513002,0.09351540171246463,1
172,Spain,Male,1,1,"(29, 49]",-2.323557923675558,-1.2144756346386467,-0.2927193033350806,1.0528687079631396,0.7994324594976167,0.09351540171246463,0
173,Germany,Female,0,0,"(29, 49]",-1.3983352355074452,0.8365139691783179,0.8710950594953089,1.401533716750252,-0.9155620904513002,0.757706543024362,1
174,Germany,Male,1,0,"(29, 49]",0.5352762251584982,0.23322839578810672,1.3010025166090495,1.401533716750252,0.7994324594976167,-0.2860223933229053,0
175,France,Female,0,0,"(29, 49]",0.6080465489470014,-1.2144756346386467,0.17477983781229628,-1.0391213447595335,0.7994324594976167,-0.6655601883582752,0
176,Germany,Male,0,1,"(29, 49]",-2.344349444757987,1.4516228224462815,1.2727196497981001,1.401533716750252,0.7994324594976167,0.09351540171246463,0
